"Part Numbers","Manufacturer","Description","Unit Cost","Currency","Created By","Modified By","ID"
"1001004","Elettrotek Kabel","10AWG/4c, AC Light Flexible Control Cable, With Ground wire, OD=13.4mm","9.75","CAD","Bradley, Tyler","Bradley, Tyler","784"
"1001805","Elettrotek Kabel","18AWG/5c, DC Light Flexible Control Cable, With Ground wire, OD=7.7mm","2.42","CAD","Bradley, Tyler","Bradley, Tyler","785"
"HS1F2AS","EMERSON","Group 1: 240 x 480 Primary, 120/240 Secondary, 60 Hz","276.98","USD","Bradley, Tyler","Bradley, Tyler","786"
"569251","ERICO","Splitter Block, In 2 Pole 35-95mm, out 12 pole 2.5-10mm","29","USD","Bradley, Tyler","Bradley, Tyler","787"
"41251","ICOTEK","BTK gy / Blank grommet, small, IP54","1.75","USD","Bradley, Tyler","Bradley, Tyler","788"
"42024","ICOTEK","BPK 24 / Blank plate, plastic, screw assembly, IP64","5","USD","Bradley, Tyler","Bradley, Tyler","789"
"42241","ICOTEK","KEL 24|10 / Cable entry frame, centrally split, double row, IP54","35","USD","Bradley, Tyler","Bradley, Tyler","790"
"43846","ICOTEK","FP-AE 339|149-4 / Cable flange plate, 4 x cut-out 36 x 112 mm, for Rittal AE, IP54","30","USD","Bradley, Tyler","Bradley, Tyler","791"
"NBAS-012-1-B","ILSCO","4-3/4"" AL NEUTRAL GROUNDING BAR, 15 COLLARS, 12 CIRCUIT TAPS #4-#14AWG","16.23","CAD","Bradley, Tyler","Bradley, Tyler","792"
"7000-08041-6500500","Murrelektronik","Sensor Cable, 5m Black, M8 Female 3P Straight to Open Ended, Continuous Robotic Flex, PUR-weld","7.62","USD","Bradley, Tyler","Bradley, Tyler","794"
"7000-08331-0000000","Murrelektronik","Connector Field-Wireable, M8 Male 3P Straight, Insulation Displacement Termination, 26AWG-22AWG","6.62","USD","Bradley, Tyler","Bradley, Tyler","795"
"7000-12221-6340500","Murrelektronik","Sensor Cable, 5m Black, M12 Female 4P Straight to Open Ended, Continuous Flex, PUR-OB","7.6","USD","Bradley, Tyler","Bradley, Tyler","796"
"7000-12481-0000000","Murrelektronik","Connector Field-Wireable, M12 Male 4P Straight, Insulation Displacement Termination, 24AWG-20AWG","5.34","USD","Bradley, Tyler","Bradley, Tyler","798"
"7000-13581-0000000","Murrelektronik","Threaded nut, M16 x 1.5mm, For flange mounted M12 Receptacle","0.61","USD","Bradley, Tyler","Bradley, Tyler","799"
"7000-17181-9730150","Murrelektronik","8 Pole Receptacle, Female, M12, Flange Mount, M16x1.5, 1.5M Leads, 60V, 2A, 24AWG, IP67","11.31","USD","Bradley, Tyler","Bradley, Tyler","801"
"7000-17301-0000000","Murrelektronik","Connector Field-Wireable, M12 Male 8P Straight, Screw Terminal, 0.5mm²","12.87","USD","Bradley, Tyler","Bradley, Tyler","802"
"7000-40021-6340060","Murrelektronik","Sensor Cable, 0.6m Black, M12 Male 4P Straight to M12 Female 4P Straight, Continuous Flex, PUR","9.65","USD","Bradley, Tyler","Bradley, Tyler","803"
"7000-40621-6310200","Murrelektronik","PUR 4x0.25 bk UL/CSA+drag ch. 2m","10.83","USD","Bradley, Tyler","Bradley, Tyler","804"
"7000-41121-0000000","Murrelektronik","T-coupler M12-male 5p. / 2x M12-female 4p. Replaced Art.-No. 13880","8.95","USD","Bradley, Tyler","Bradley, Tyler","805"
"7000-44511-7960500","Murrelektronik","M12 male 0° / M12 male, 0°, shielded, Ethernet PUR-OB 2x2x0,34 shielded 5m","32.51","USD","Bradley, Tyler","Bradley, Tyler","806"
"7000-44511-7960750","Murrelektronik","M12 male 0° / M12 male, 0°, shielded, Ethernet PUR-OB 2x2x0,34 shielded 7.5m","45.04","USD","Bradley, Tyler","Bradley, Tyler","807"
"7000-44851-7940200","Murrelektronik","Ethernet Cable 3m, M12 FEMALE, RECEPT, D-COD RM/RJ45, 2m","63.82","USD","Bradley, Tyler","Bradley, Tyler","808"
"7000-48001-7221000","Murrelektronik","Sensor cable, 10m Black, M12 Male 8P Straight to M12 Female 8P Straight,Continuous Flex, PUR-OB","38.17","USD","Bradley, Tyler","Bradley, Tyler","810"
"7000-48111-0000000","Murrelektronik","Control cabinet entry system M12 A-coded 8 pole shielded bulkhead mount pass through","16.15","USD","Bradley, Tyler","Bradley, Tyler","811"
"7000-51001-7900500","Murrelektronik","CAT6A Cable, M12 male straight X-coded to M12 male straight X-coded 10 Gigabits, 5M","60.94","USD","Bradley, Tyler","Bradley, Tyler","812"
"7000-51001-7900750","Murrelektronik","CAT6A Cable, M12 male straight X-coded to M12 male straight X-coded 10 Gigabits, 7.5M","58.44","USD","Bradley, Tyler","Bradley, Tyler","813"
"7000-74311-7900050","Murrelektronik","RJ45 male 0°/RJ45 male 0° Professio.-Line Gigabit PUR 4x2xAWG26 shielded gn UL/CSA 0.5m","16.5","USD","Bradley, Tyler","Bradley, Tyler","814"
"7000-99931-0000000","Murrelektronik","Protection cap for M12 Female","2.24","USD","Bradley, Tyler","Bradley, Tyler","815"
"7000-P4241-P040500","Murrelektronik","Power L-coded Straight Cable, 5m, M12 Male (5-pin) To M12 Female (5-pin), drag chain rated","46.05","USD","Bradley, Tyler","Bradley, Tyler","816"
"7000-P4241-P040750","Murrelektronik","Power L-coded Straight Cable, 7.5m, M12 Male (5-pin) To M12 Female (5-pin), drag chain rated","44.8","USD","Bradley, Tyler","Bradley, Tyler","817"
"7000-P4241-P042000","Murrelektronik","Power L-coded Straight Cable, 20m, M12 Male (5-pin) To M12 Female (5-pin), drag chain rated","103.1","USD","Bradley, Tyler","Bradley, Tyler","818"
"7000-P4291-9800150","Murrelektronik","Connector Flange, M12 L-Code Female 5P Multi-Strand Wire, 5x1.5, 1.5m","33.31","USD","Bradley, Tyler","Bradley, Tyler","819"
"7000-P4591-0000000","Murrelektronik","Connector Field-Wireable, M12 Male 5P L-Coded Straight, Screw Termination, 2.5mm2, Clamping Range 8-13mm Ø","27.06","CAD","Bradley, Tyler","Bradley, Tyler","820"
"7000-P4901-0000000","Murrelektronik","T-Coupler, Male M12-L Code - 2x Female M12 L-Code","54.06","USD","Bradley, Tyler","Bradley, Tyler","821"
"7700-74301-S4U0100","Murrelektronik","TPE Ethernet 1m CAT5E Cable, RJ45 to RJ45, 600V shielded","15.88","USD","Bradley, Tyler","Bradley, Tyler","822"
"116 4380 4055","PFANNENBERG","Gen 4 FILTER FAN, PF43000, 252mmSQ, 24VDC, 12W, 131CFM, NEMA 12, LT.GRAY","234.9","USD","Bradley, Tyler","Bradley, Tyler","823"
"117 4000 4055","PFANNENBERG","GEN 4 Exhaust Filter, PFA 40000, 252mm SQ. X 38mmD, NEMA 12, Light Grey","43.2","USD","Bradley, Tyler","Bradley, Tyler","824"
"171 4300 0000","PFANNENBERG","FLZ 543 TEMPERATURE SWITCH -20-40°C, 2 x NO (Independent)","36.45","USD","Bradley, Tyler","Bradley, Tyler","825"
"3RQ3118-1AB00","Siemens","PLUG-IN RELAY 24VAC/DC,1CO, SCREW","21","CAD","Bradley, Tyler","Bradley, Tyler","826"
"5SJ4306-7HG42","Siemens","CIRCUIT BREAKER 10KA, 3POLE, C, 6A","69.3","EUR","Bradley, Tyler","Bradley, Tyler","827"
"5SJ4310-7HG42","Siemens","CIRCUIT BREAKER 10KA, 3POLE, C, 10A","212.48","CAD","Bradley, Tyler","Bradley, Tyler","828"
"5SJ4318-7HG42","Siemens","CIRCUIT BREAKER 10KA, 3POLE, C, 15A","212.48","CAD","Bradley, Tyler","Bradley, Tyler","829"
"5SJ4325-7HG42","Siemens","CIRCUIT BREAKER 10KA, 3POLE, C, 25A","212.48","CAD","Bradley, Tyler","Bradley, Tyler","830"
"5ST3010-0HG","Siemens","Auxiliary Switch","10.74","EUR","Bradley, Tyler","Bradley, Tyler","831"
"6EP3437-8SB00-0AY0","Siemens","SITOP PSU8200","527.41","CAD","Bradley, Tyler","Bradley, Tyler","832"
"6XV1870-2B","Siemens","ndustrial Ethernet FC TP flexible cable, GP 2x2 (PROFINET Type B), TP installation cable with flexible cores, PROFINET type B, 4-core, shielded CAT 5","3","CAD","Bradley, Tyler","Bradley, Tyler","833"
"6XV1871-5TN10","Siemens","INDUSTRIAL ETHERNET FC TP CORD, 2X2, CAT 5e, PREASSEMBLED, 1 RJ45/1 M12 D CODE CONNECTORS, L = 10.0M","96","CAD","Bradley, Tyler","Bradley, Tyler","834"
"3VA9137-0CK72","Siemens","operating unit w. Bowden cable Max-Flex operator complete kit comprising: steel handle epoxy-coated NEMA 1, 12, 3R black = OFF, red = ON Bowden cable length 36"" (0.9 m) switching mech., accessory for: 3VA51 only for the UL market only for UL applications not approved for IEC
","576.97","CAD","Bradley, Tyler","Bradley, Tyler","836"
"3VA5130-6ED31-0AA0","Siemens","30A, 690 VAC / 500 VDC, 3 POLE","268.96","CAD","Bradley, Tyler","Bradley, Tyler","837"
"3VA5110-5ED31-0AA0","Siemens","circuit breaker 3VA5 UL Frame 125 breaking capacity class M 35 kA @ 480 V 3-pole, line protection TM210, FTFM, In=100 A overload protection Ir=100 A permanently set short-circuit protection Ii=10 x In without connection
","365.50","CAD","Bradley, Tyler","Bradley, Tyler","839"
"3VA5220-5ED31-0AA0","Siemens","circuit breaker 3VA5 UL Frame 250 breaking capacity class M 35 kA @ 480 V 3-pole, line protection TM210, FTFM, In=200 A overload protection Ir=200 A permanently set short-circuit protection Ii=10 x In without connection
","896.55","CAD","Bradley, Tyler","Bradley, Tyler","840"
"3VA6140-5KQ31-0AA0","Siemens","40A, 690 VAC, 3 POLE","2,809.60","CAD","Bradley, Tyler","Bradley, Tyler","841"
"3VA6110-7KQ31-0AA0","Siemens","circuit breaker 3VA6 UL Frame 150 breaking capacity class C 100 kA @ 480 V 3-pole, line protection ETU860, LSIG, In=100 A overload protection Ir=40 A...100 A short-circuit protection Isd=0.6..10x In, Ii=1.5..12x In neutral conductor protection optionally with external current transformer, up to 160% ground-fault protection Ig=0.2...1 x In, tg=0.05-0.8s without connection
","1593.59","CAD","Bradley, Tyler","Bradley, Tyler","842"
"3VA6225-7KQ31-0AA0","Siemens","circuit breaker 3VA6 UL Frame 250 breaking capacity class C 100 kA @ 480 V 3-pole, line protection ETU860, LSIG, In=250 A overload protection Ir=100 A...250 A short-circuit protection Isd=0.6..10x In, Ii=1.5..10x In neutral conductor protection optionally with external current transformer, up to 160% ground-fault protection Ig=0.2...1 x In, tg=0.05-0.8s without connection
","2292.76","CAD","Bradley, Tyler","Bradley, Tyler","843"
"3VA9233-0JB12","Siemens","wire connector TA1.4 6 AWG...350 kcmil 3 units accessory for: 3VA52
","41.37","CAD","Bradley, Tyler","Bradley, Tyler","845"
"3VA9243-0JB12","Siemens","wire connector TA1.4 6 AWG...350 kcmil 3 units accessory for: 3VA61/62","32.19","CAD","Bradley, Tyler","Bradley, Tyler","846"
"3VA9277-0FK31","Siemens","door mounted rotary operator standard NEMA types 1, 3R, 12, 4/4X with door interlock and door opening position accessory for: 3VA52; 3VA61/62
","137.77","CAD","Bradley, Tyler","Bradley, Tyler","848"
"3VA9277-0CK72","Siemens","operating unit w. Bowden cable Max-Flex operator complete kit comprising: steel handle epoxy-coated NEMA 1, 12, 3R black = OFF, red = ON Bowden cable length 36"" (0.9 m) switching mech., accessory for: 3VA52; 3VA61/62 only for the UL market only for UL applications not approved for IEC
","591.46","CAD","Bradley, Tyler","Bradley, Tyler","850"
"3VA9977-0TA20","Siemens","DATA CONCENTRATOR COM100, FOR: 3VA6","593.98","CAD","Bradley, Tyler","Bradley, Tyler","851"
"3VA9177-0TB10","Siemens","COMMUNICATIONS MODULE COM060, FOR: 3VA61/62","352.73","CAD","Bradley, Tyler","Bradley, Tyler","852"
"3VA9987-0TC20","Siemens","3VA-LINE CONNECTING CABLE, FOR: COM100, COM800, COM060","22.42","CAD","Bradley, Tyler","Bradley, Tyler","853"
"3RV2711-1DD10","Siemens","3.2A, 480Y/277VAC, 3 POLE, UL 489, SIZE S00","132.06","CAD","Bradley, Tyler","Bradley, Tyler","854"
"3RV2711-1JD10","Siemens","10A, 480Y/277VAC, 3 POLE, UL 489, SIZE S00","147.6","CAD","Bradley, Tyler","Bradley, Tyler","855"
"3RV2711-4AD10","Siemens","15A, 480Y/277VAC, 3 POLE, UL 489, SIZE S00","154.72","CAD","Bradley, Tyler","Bradley, Tyler","856"
"3RV2742-5AD10","Siemens","10A, 480Y/277VAC, 3 POLE, UL 489, SIZE S3","255.71","CAD","Bradley, Tyler","Bradley, Tyler","857"
"3RV2742-5CD10","Siemens","20A, 480Y/277VAC, 3 POLE, UL 489, SIZE S3","286.79","CAD","Bradley, Tyler","Bradley, Tyler","858"
"3RV2742-5GD10","Siemens","40A, 480Y/277VAC, 3 POLE, UL 489, SIZE S3","395.55","CAD","Bradley, Tyler","Bradley, Tyler","860"
"3RV2742-5JD10","Siemens","50A, 480Y/277VAC, 3 POLE, UL 489, SIZE S3","395.55","CAD","Bradley, Tyler","Bradley, Tyler","861"
"3RV2742-5LD10","Siemens","60A, 480Y/277VAC, 3 POLE, UL 489, SIZE S3","395.55","CAD","Bradley, Tyler","Bradley, Tyler","862"
"3RV2811-1DD10","Siemens","3.2A, 480Y/277VAC, 3 POLE, UL 489, SIZE S00","141.78","CAD","Bradley, Tyler","Bradley, Tyler","863"
"3RV2811-1ED10","Siemens","4A, 480Y/277VAC, 3 POLE, UL 489, SIZE S00","141.78","CAD","Bradley, Tyler","Bradley, Tyler","864"
"3RV2811-1FD10","Siemens","5A, 480Y/277VAC, 3 POLE, UL 489, SIZE S00","141.78","CAD","Bradley, Tyler","Bradley, Tyler","865"
"3RV2811-1HD10","Siemens","8A, 480Y/277VAC, 3 POLE, UL 489, SIZE S00","141.78","CAD","Bradley, Tyler","Bradley, Tyler","866"
"3RV2811-1JD10","Siemens","10A, 480Y/277VAC, 3 POLE, UL 489, SIZE S00","154.72","CAD","Bradley, Tyler","Bradley, Tyler","867"
"3RV2821-4BD10","Siemens","20A, 480Y/277VAC, 3 POLE, UL 489, SIZE S0","170.26","CAD","Bradley, Tyler","Bradley, Tyler","868"
"3RV2021-0JA10","Siemens","1A, 400VAC, 3 PHASE, SIZE S0","58","CAD","Bradley, Tyler","Bradley, Tyler","876"
"3RV2021-1BA10","Siemens","2A, 400VAC, 3 PHASE, SIZE S0","64.35","CAD","Bradley, Tyler","Bradley, Tyler","877"
"3RV2021-1EA10","Siemens","4A, 400VAC, 3 PHASE, SIZE S0","64.35","CAD","Bradley, Tyler","Bradley, Tyler","878"
"3RV2021-1FA10","Siemens","5A, 400VAC, 3 PHASE, SIZE S0","64.35","CAD","Bradley, Tyler","Bradley, Tyler","879"
"3RV2021-1HA10","Siemens","8A, 400VAC, 3 PHASE, SIZE S0","64.35","CAD","Bradley, Tyler","Bradley, Tyler","880"
"3RV2021-1JA10","Siemens","10A, 400VAC, 3 PHASE, SIZE S0","71.86","CAD","Bradley, Tyler","Bradley, Tyler","881"
"3RV2021-4EA10","Siemens","32A, 400VAC, 3 PHASE, SIZE S0","115.23","CAD","Bradley, Tyler","Bradley, Tyler","884"
"3RV2031-4EA10","Siemens","32A, 400VAC, 3 PHASE, SIZE S2","159.9","CAD","Bradley, Tyler","Bradley, Tyler","885"
"3RV2031-4VA10","Siemens","45A, 400VAC, 3 PHASE, SIZE S2","205.22","CAD","Bradley, Tyler","Bradley, Tyler","886"
"3RV2031-4JA10","Siemens","65A, 400VAC, 3 PHASE, SIZE S2","212.34","CAD","Bradley, Tyler","Bradley, Tyler","887"
"3RV2031-4RA10","Siemens","80A, 400VAC, 3 PHASE, SIZE S2","254.42","CAD","Bradley, Tyler","Bradley, Tyler","888"
"3RV2901-1D","Siemens","1 CO, SCREW TERMINAL, SIZES S00 - S3","7.83","CAD","Bradley, Tyler","Bradley, Tyler","889"
"3RV2901-0H","Siemens","SCREW TERMINAL, SIZES S00 - S3","4.33","CAD","Bradley, Tyler","Bradley, Tyler","892"
"3RV2901-1A","Siemens","1 NO + 1 NC, SCREW TERMINAL, SIZES S00 - S3","9.45","CAD","Bradley, Tyler","Bradley, Tyler","893"
"BNI0082","Balluff","Signal light BNI IOL-802-102-Z036","278.62","USD","Bradley, Tyler","Bradley, Tyler","894"
"BNI0098","Balluff","IO-Link sensor/actuator hubs for safety applications (Safe Line) (PROFINET)","496.08","USD","Bradley, Tyler","Bradley, Tyler","895"
"BNI005H","Balluff","IO Link Master A coded, 8 Inputs, M12 Connectors, IO-Link Interface, IP67, 24V DC
","385.62","USD","Bradley, Tyler","Bradley, Tyler","896"
"BNI00J8","Balluff","IO Link IO Module Expandable M12x8 IN/Out addressable","134.37","USD","Bradley, Tyler","Bradley, Tyler","897"
"6ES7137-6BD00-ОВАО","Siemens","SIMATIC ET 200SP, CM 4xIO-Link ST Communication module IO-Link Master V1.1","281.98","CAD","Bradley, Tyler","Bradley, Tyler","898"
"FTEC10-FM-4","Ariel Technology Inc","REPLACEMENT FILTER MEDIA (4″ Filter 116X116), Quantity 5 per pack","6.88","CAD","Bradley, Tyler","Bradley, Tyler","899"
"TTEC-200-F","Ariel Technology Inc","Mechanical Thermostats, Normally Open, Fahrenheit","14.76","CAD","Bradley, Tyler","Bradley, Tyler","902"
"GF711S","IFM EFECTOR","Fail Safe Inductive Sensor","58.45","USD","Bradley, Tyler","Bradley, Tyler","904"
"GG712S","IFM EFECTOR","Fail-safe inductive sensor","55.25","USD","Bradley, Tyler","Bradley, Tyler","905"
"SF120A","IFM EFECTOR","Flow sensor for connection to evaluation units","191.04","USD","Bradley, Tyler","Bradley, Tyler","906"
"SR2301","IFM EFECTOR","Control monitor for flow sensors","209.48","USD","Bradley, Tyler","Bradley, Tyler","907"
"7000-08081-6500500","Murrelektronik","Sensor Cable, 5m Black, M8 Female 3P Angled to Open Ended, Continuous Robotic Flex, PUR-weld","7.85","USD","Bradley, Tyler","Bradley, Tyler","908"
"7000-12701-0000000","Murrelektronik","Connector Field-Wireable, M12 Male 4P Straight, Screw Termination, 24AWG-20AWG","5.77","USD","Bradley, Tyler","Bradley, Tyler","909"
"7000-12731-0000000","Murrelektronik","Connector Field-Wireable, M12 Male 5P 0 DEG, Screw Termination","6.95","USD","Bradley, Tyler","Bradley, Tyler","910"
"7000-13221-6431000","Murrelektronik","Sensor Cable, 10m Black, M12 Female 5P Straight to Open Ended Shielded, Continuous Flex, PUR","40.12","USD","Bradley, Tyler","Bradley, Tyler","911"
"7000-40021-6541000","Murrelektronik","Sensor Cable, 10m Black, M12 Female 4P Straight to M12 Male 4P Straight, Continuous Robotic Flex, PUR-weld","22.18","USD","Bradley, Tyler","Bradley, Tyler","912"
"7000-41141-0000000","Murrelektronik","T-Coupler, M12 Male To 2xM12 Female, Direct Pinout All 5 Pins","9.01","USD","Bradley, Tyler","Bradley, Tyler","913"
"7000-44711-7961000","Murrelektronik","Ethernet Cable, 10m Green, 300V Ethernet CAT 5, D-Coded, M12 Male 4P Straight to RJ45 Straight, Shielded, PUR-OB","54.7","USD","Bradley, Tyler","Bradley, Tyler","914"
"6ES7511-1FL03-0AB0","Siemens","SIMATIC S7-1500 CPU 1511F-1 PN","1805.6","CAD","Bradley, Tyler","Bradley, Tyler","915"
"6ES7590-1AC40-0AA0","Siemens","MOUNTING RAIL 245MM (9.6"")","40.73","CAD","Bradley, Tyler","Bradley, Tyler","916"
"6XV18703QE50","Siemens","INDUSTRIAL ETHERNET FC TP CORD, 4X2, CAT 6A, PREASSEMBLED, 2 RJ45 CONNECTORS, L = 0.5M","23.02","CAD","Bradley, Tyler","Bradley, Tyler","917"
"7KM4212-0BA00-3AA0","Siemens","SENTRON, measuring device, 7KM PAC4200, LCD, L-L: 690 V, L-N: 400 V, 5 A, 3-phase, Modbus TCP","8020","CAD","Bradley, Tyler","Bradley, Tyler","918"
"33290F70041A12","Elettrotek Kabel","12/4 Shielded Cable","11.92","CAD","Bradley, Tyler","Bradley, Tyler","919"
"6AV7242-3CC10-1AA0","Siemens","IMATIC IPC PX-39A 19"" multi-touch (1920 x 1080); Intel(R) UHD graphics onboard 4 x USB 3.2 Ethernet (10/100/1000); PCIe (optional); Intel Xeon W-11155MLE (1.8/3.1 GHz, 4C/8T); 16 GB; M.2 SSD 256 GB Eco; without 2nd mass storage; Windows 10 IoT Enterprise 2021 LTSC for Celeron, Xeon W-11155MLE, Xeon W-11555MLE; without option 1; restore stick image with D&D and software image (if selected) only via OSD (online portal) 24 V DC industrial power supply (power failure, isolated, bridging time);","5935.04","CAD","Bradley, Tyler","Bradley, Tyler","920"
"Light Curtain","SICK","1400mm detec4 Core Emitter Receiver with peripherals","1800","USD","Bradley, Tyler","Bradley, Tyler","921"
"9000-41092-0101000","Murrelektronik","Mico Pro electronic circuit protection, 2 channels  IN: 24 V DC OUT: 24 V DC / 1-2-3-4-5-6-7-8-9-10A 
","50.99","USD","Bradley, Tyler","Bradley, Tyler","924"
"1585J-M8HBJM-0M3","Allen-Bradley",".3M 8 Conductors, RJ45, Straight Male, Standard, RJ45, Straight Male, Teal 600V, 100BASE-TX, 100 Mbit/s, 600V","17.83","USD","Bradley, Tyler","Bradley, Tyler","925"
"1585J-M8HBJM-0M6","Allen-Bradley",".6M 8 Conductors, RJ45, Straight Male, Standard, RJ45, Straight Male, Teal 600V, 100BASE-TX, 100 Mbit/s, 600V","14.27","USD","Bradley, Tyler","Bradley, Tyler","926"
"2090-CSBM1DG-14LF10","Allen-Bradley","Kinetix VP Motor Cable, Single Motor c/w brake wires, PUR Halogen Free Continuous Flex, 14 AWG, 10 Meter Length, SpeedTec DIN to Flying Lead,","375.04","USD","Bradley, Tyler","Bradley, Tyler","927"
"2090-CSBM1DG-18LF12","Allen-Bradley","Kinetix VP Motor Cable, Single Motor, c/w brake wires, PUR Halogen Free Continuous Flex, 18 AWG, 12 Meter Length, SpeedTec DIN to Flying Lead","378.97","USD","Bradley, Tyler","Bradley, Tyler","928"
"2090-CSBM1E1-18LF03","Allen-Bradley","Kinetix Single Extension Cable, Single Motor With Brake, Continuous-Flex, 18 AWG, 3 Meter Length, SpeedTec DIN to E1 Extension, PUR","241.42","USD","Bradley, Tyler","Bradley, Tyler","929"
"2198-H040-P-T","Allen-Bradley","Kinetix 5500/5700 Frame 1 and 2, Multi-Axis System - Follow Drive,Control Power Connector Kit","49.06","USD","Bradley, Tyler","Bradley, Tyler","930"
"S-609876356-L1-L33-KX-A1-F2-G1","CUSTOM MADE ENCLOSURES","Enclosure, 1 Door, 609mmH x 876mmW x 356mmD, 1 Point Latch, Painted, Custom","300","USD","Bradley, Tyler","Bradley, Tyler","931"
"9000-41094-0101000","Murrelektronik","Current monitoring equipment","104.82","USD","Bradley, Tyler","Bradley, Tyler","932"
"9000-41190-0000000","Murrelektronik","Current monitoring equipment","24.17","USD","Bradley, Tyler","Bradley, Tyler","933"
"85692","Murrelektronik","Emparro 24VDC Switch Mode Power Supply, Input: 324-572VAC, 3-Phase, 50/60Hz, Output: 24VDC, 20A","175.14","USD","Bradley, Tyler","Bradley, Tyler","934"
"1000445","NOARK ELECTRIC","Supplementary Protector, 4A, 277 VAC / 125 VDC, 1 Pole, UL 1077, C Curve","8.58","CAD","Bradley, Tyler","Bradley, Tyler","935"
"1000447","NOARK ELECTRIC","Supplementary Protector, 6A, 277 VAC / 60 VDC, 1 Pole, UL 1077, C Curve","8.58","CAD","Bradley, Tyler","Bradley, Tyler","936"
"3RT2018-2FB41","SIEMENS","CONTACTOR,AC3:7,5KW 1NO DC24V M. DIODE","446","CAD","Bradley, Tyler","Bradley, Tyler","937"
"3RV2011-4AA20","SIEMENS","CIRCUIT-BREAKER SPRING-L. CONN. 16A","71.86","CAD","Bradley, Tyler","Bradley, Tyler","938"
"3VA5195-4EC36-0AA0","SIEMENS","MCCB_UL_FS125_15A_3P_25KA_TM_ FTFM","399.95","CAD","Bradley, Tyler","Bradley, Tyler","939"
"3VA9133-0JF60","SIEMENS","SENTRON accessories","107.08","CAD","Bradley, Tyler","Bradley, Tyler","940"
"5SJ4303-7HG42","SIEMENS","CIRCUIT BREAKER 10KA, 3POLE, C, 3A","254.04","CAD","Bradley, Tyler","Bradley, Tyler","941"
"FTEC10L4X","Ariel Technology Inc","EXHAUST FILTER, IP54, LT. GRAY, use with FTEC10 fans","18.815","CAD","Bradley, Tyler","Bradley, Tyler","942"
"FTEC16L4X","Ariel Technology Inc","EXHAUST FILTER, IP54, LT. GRAY, use with FTEC16 fans","21.2954","CAD","Bradley, Tyler","Bradley, Tyler","943"
"FTEC26L4X","Ariel Technology Inc","EXHAUST FILTER, IP54, LT. GRAY, use with FTEC26 fans","27.82","CAD","Bradley, Tyler","Bradley, Tyler","944"
"FTEC32L4X","Ariel Technology Inc","EXHAUST FILTER, IP54, LT. GRAY, use with FTEC32 fans","30.316","CAD","Bradley, Tyler","Bradley, Tyler","945"
"FTEC10L4X-24DSB","Ariel Technology Inc","FAN FILTER, 24VDC, 0.12A, IP 54, LT.GRAY, 26 CFM","66.096","CAD","Bradley, Tyler","Bradley, Tyler","946"
"FTEC16L4X-115SB","Ariel Technology Inc","FAN FILTER, 115VAC, 0.11A, IP 54, LT.GRAY, 35 CFM","80.886","CAD","Bradley, Tyler","Bradley, Tyler","947"
"FTEC16L4X-230SB","Ariel Technology Inc","FAN FILTER, 230VAC, 0.067A, IP 54, LT.GRAY, 35 CFM","82.671","CAD","Bradley, Tyler","Bradley, Tyler","948"
"FTEC16L4X-24DSB","Ariel Technology Inc","FAN FILTER, 24VDC, 0.43A, IP 54, LT.GRAY, 35 CFM","94.554","CAD","Bradley, Tyler","Bradley, Tyler","949"
"FTEC26L4X-115SB","Ariel Technology Inc","FAN FILTER, 115AC, 0.33A, IP 54, LT.GRAY, 147 CFM","108.63","CAD","Bradley, Tyler","Bradley, Tyler","950"
"FTEC26L4X-230SB","Ariel Technology Inc","FAN FILTER, 230VAC, 0.17A, IP 54, LT.GRAY, 147 CFM","111.894","CAD","Bradley, Tyler","Bradley, Tyler","951"
"FTEC26L4X-24DSB","Ariel Technology Inc","FAN FILTER, 24VDC, IP 54, 2.6A, LT.GRAY, 150 CFM","149.94","CAD","Bradley, Tyler","Bradley, Tyler","952"
"FTEC32L4X-115SB","Ariel Technology Inc","FAN FILTER, 115AC, 0.29A, IP 54, LT.GRAY, 220 CFM","142.04","CAD","Bradley, Tyler","Bradley, Tyler","953"
"FTEC32L4X-230SB","Ariel Technology Inc","FAN FILTER, 230AC, 0.17A, IP 54, LT.GRAY, 220 CFM","145.22","CAD","Bradley, Tyler","Bradley, Tyler","954"
"FTEC32L4X-24DSB","Ariel Technology Inc","FAN FILTER, 24VDC, 2.67A, IP 54, LT.GRAY, 330 CFM","253.552","CAD","Bradley, Tyler","Bradley, Tyler","955"
"100027259","Turck","Compact and Secure Ethernet I/O Module
Safe Digital Inputs and Outputs
M12 L-Coded Voltage Connector","1257.41","USD","Bradley, Tyler","Bradley, Tyler","957"
"2090-CSBM1DG-18LF07","Allen-Bradley","KINETIX VP MOTOR CABLE, SINGLE 7m ","260.58","USD","Bradley, Tyler","Bradley, Tyler","958"
"7KM4220-0BA01-1EA0","Siemens","SENTRON PAC4220, Power Monitoring Device with color graphic TFT display PMD-III acc. to IEC 61557-12 active energy Class 0.2 (Class 0.2S acc. to IEC 62053-22) 96 x 96 mm, 3-phase, 45 - 65 Hz ","3880.00","CAD","Bradley, Tyler","Bradley, Tyler","959"
"MMF11S00-000-5D3-SFDI0-C/BW1/DFC20A-0020","SEW","Field mounted VFD","2574.42","CAD","Bradley, Tyler","Bradley, Tyler","960"
"5843.600","Rittal","SE ENCLOSURE 2000H1200W400D
","1008.21","USD","Bradley, Tyler","Bradley, Tyler","961"
